Business_Name,Industry,Location,Size,Policy_Type,Premium_Amount,Policy_Duration_Years,Renewal_Date,Num_Contacts,Call_Duration_Minutes,Last_Interaction_Outcome,Claims_Filed,Customer_Satisfaction_Score,Discount_Availed,Economic_Trend_Index,Market_Competitiveness,Renewal_Status
Business_19,Retail,IL,Small,General Liability,38040.14276140564,3,2023-01-20,2,20.5388963690613,Neutral,2,3.806813932196859,20,114.28423845888237,9.326521906438472,0
Business_20,Technology,IL,Medium,Auto,19468.272664370204,3,2023-01-21,7,16.65845391288154,Neutral,6,4.8248950306608895,20,97.80962329499312,6.188400876727516,1
Business_21,Education,NY,Large,Workers Compensation,11840.443617747362,4,2023-01-22,8,21.112585871191882,Negative,6,4.166370547709695,20,113.84634675696503,2.6803048597289543,0
Business_22,Education,CA,Large,Property,45002.74297867945,3,2023-01-23,7,34.33285396276101,Positive,2,4.332767073292716,15,93.17593500750138,3.93901483043137,1
Business_23,Education,IL,Large,Workers Compensation,12628.312938810932,2,2023-01-24,7,45.26776141623152,Neutral,3,1.9465415366187027,20,105.29580204177812,4.860129352655427,1
Business_24,Healthcare,TX,Medium,Cyber,20340.359970020065,2,2023-01-25,7,22.656517269066782,Neutral,3,1.266815216139396,15,80.74525254280701,8.125690456287979,1
Business_25,Retail,NY,Small,Workers Compensation,4079.1698232246367,1,2023-01-26,8,29.852905107561135,Negative,0,2.330732443339857,0,99.55982496461652,3.3611370666214597,1
Business_26,Healthcare,CA,Small,Auto,3384.728710560021,1,2023-01-27,8,31.25237052078292,Negative,9,1.765144685679871,15,108.32405196979279,6.701550903093875,1
Business_27,Technology,TX,Small,General Liability,7065.036073930915,2,2023-01-28,2,9.680035638007938,Negative,8,2.287698402485337,0,99.57060539317519,5.394233408039851,0
Business_28,Construction,TX,Small,Workers Compensation,17942.89814331528,2,2023-01-29,7,39.63267726577202,Positive,2,2.746177033816556,15,119.07973692129184,9.889823531064755,1
Business_29,Education,IL,Large,Cyber,12943.022580077037,2,2023-01-30,8,28.869772538553214,Positive,1,4.490079708021877,15,104.79213991673518,5.055596932345035,0
Business_30,Education,FL,Large,Cyber,49790.72284941387,1,2023-01-31,9,15.801771570024815,Negative,5,3.6532921713560644,10,101.19854358220704,4.293626202449874,1
Business_31,Technology,NY,Medium,Cyber,24259.19621989284,2,2023-02-01,7,15.657417791378293,Positive,8,1.3637261730813734,5,106.1649195336445,4.382083926922672,1
Business_32,Construction,NY,Small,General Liability,1078.9366027756455,1,2023-02-02,5,35.220648234460775,Positive,3,4.497347901089193,20,88.94419399229582,1.4601825734591278,1
Business_33,Construction,IL,Medium,Auto,5553.401111577444,1,2023-02-03,5,33.594574145403804,Positive,7,4.236894063423197,15,114.64735987538492,7.482778919062806,1
Business_34,Construction,FL,Medium,Property,31963.349258825867,4,2023-02-04,1,49.397568150073845,Neutral,4,2.748052893529519,15,98.67914349811491,7.71763276118487,1
Business_35,Construction,IL,Large,Auto,42295.71666719085,4,2023-02-05,4,32.28060463643984,Negative,6,1.9694128125603174,0,103.10586774002537,2.962757580962627,1
Business_36,Retail,FL,Small,Cyber,23888.17193478547,1,2023-02-06,8,49.497665339500585,Neutral,1,3.7930142867133263,20,82.85581197390042,5.805988619765769,0
Business_37,Construction,CA,Small,Workers Compensation,25950.066320117836,2,2023-02-07,9,22.905847690410113,Neutral,5,2.3752107398858064,15,97.55138619952116,9.909532518548028,0
Business_38,Technology,TX,Large,Property,27009.26723700472,1,2023-02-08,5,38.854370878573015,Negative,5,3.5533742431046833,10,103.88655259007055,4.189431164658464,1
Business_39,Healthcare,NY,Medium,General Liability,5586.628661105177,3,2023-02-09,4,38.685513902417554,Positive,3,4.349775500857872,10,87.9275190551347,9.135050776135028,0
Business_40,Technology,FL,Small,Property,36685.42821356711,3,2023-02-10,5,32.71758940571151,Negative,7,1.7176555938238254,20,115.98577068652374,3.0603552925199957,1
Business_41,Construction,FL,Large,Cyber,40643.21517276103,1,2023-02-11,7,47.98310428188309,Neutral,2,4.732074803509173,5,103.7541413991222,2.9733651972376167,0
Business_42,Retail,IL,Medium,Cyber,10867.923897805713,4,2023-02-12,5,49.836728227119224,Negative,7,4.346648924782497,20,83.49182130832848,9.651255164594637,1
Business_43,Technology,IL,Large,Workers Compensation,17512.877963793388,2,2023-02-13,7,14.52667162279041,Positive,9,1.3858620517969853,20,89.44133628880829,5.065821720042815,0
Business_44,Construction,FL,Large,Auto,39090.148013068065,1,2023-02-14,1,40.21679969548538,Neutral,8,4.933294650274423,15,88.2536888853472,9.733216222097358,0
Business_45,Technology,CA,Small,Workers Compensation,29306.705473771122,1,2023-02-15,8,33.07776675052999,Negative,2,4.667559415879442,0,110.82216840611602,5.651330039524918,1
Business_46,Retail,NY,Medium,General Liability,48114.32488446715,3,2023-02-16,5,44.9851581827337,Neutral,0,2.006052052537143,20,86.39202829253074,3.970085136508234,1
Business_47,Healthcare,NY,Small,Property,34825.1476696661,1,2023-02-17,2,2.2908998210908678,Neutral,7,1.580291002154318,5,82.72540144600238,5.1846873826432,1
Business_48,Construction,CA,Small,Property,4457.855846904447,1,2023-02-18,6,26.7569297346874,Neutral,3,2.781777744980405,0,91.30535583356183,6.537692625451612,1
Business_49,Education,IL,Large,Auto,18856.968575237086,2,2023-02-19,3,6.911064588778636,Positive,6,2.940861463188826,5,94.29384157949573,4.16789431900894,1
Business_50,Retail,CA,Large,Property,17844.430457631282,2,2023-02-20,1,19.084583106163485,Positive,6,2.679583214122463,5,115.30496275211928,4.368048418414363,1
Business_51,Healthcare,FL,Large,Auto,30019.64522176335,1,2023-02-21,4,48.388698579794266,Negative,5,3.2950743464270387,10,112.19856960713275,5.7784735933560585,1
Business_52,Education,FL,Small,Auto,4523.692569253393,2,2023-02-22,8,23.79486786000558,Neutral,5,4.732591159074021,15,111.30948808529365,2.115535044030666,1
Business_53,Construction,CA,Small,Auto,21442.592896528186,1,2023-02-23,6,9.656555119061384,Negative,3,2.324428543120741,10,80.01202581766186,2.0105852811495386,1
Business_54,Healthcare,NY,Medium,Property,26612.499064079446,3,2023-02-24,6,25.05682757638361,Neutral,5,1.9457463154792491,20,109.76314726769365,6.443821856968676,1
Business_55,Construction,NY,Medium,General Liability,24840.91124970482,1,2023-02-25,9,5.602928892408022,Neutral,7,3.805584380864119,10,98.88543712545268,3.0249666104943795,0
Business_56,Healthcare,IL,Small,Auto,46271.137483474304,4,2023-02-26,7,25.65807513629813,Neutral,8,4.401646193889247,5,111.49272457284044,5.289201434359435,1
Business_57,Healthcare,TX,Large,Workers Compensation,34336.26212026975,4,2023-02-27,8,22.601846886030074,Positive,3,2.7060405045147857,5,93.75692813280963,7.007523334349298,1
Business_58,Healthcare,NY,Large,Workers Compensation,42294.540189825944,3,2023-02-28,9,27.775456263653403,Negative,6,3.433458791115264,5,86.44867918318072,5.008447357644172,1
Business_59,Retail,IL,Small,Cyber,6724.39098782409,1,2023-03-01,9,10.096359205366921,Negative,1,3.7538039507189773,0,117.4045776086469,7.739432026514493,1
Business_60,Technology,CA,Small,Cyber,28843.024267764136,1,2023-03-02,9,26.950763237832923,Neutral,1,4.440320036263777,0,96.84448320365497,4.285167640230863,1
Business_61,Education,CA,Large,Cyber,14953.645228912006,3,2023-03-03,8,31.235009889712558,Neutral,0,3.432248187551317,10,117.62336102237319,2.6196016741260246,1
Business_62,Technology,CA,Medium,General Liability,30347.579096233512,1,2023-03-04,5,3.984169157385363,Positive,5,3.528531924317509,15,85.5808705534898,5.296473933714596,1
Business_63,Technology,IL,Small,Property,16947.224022102724,2,2023-03-05,3,16.721433466836846,Neutral,6,3.5793688734654565,15,82.09141751675725,8.924199772763734,1
Business_64,Healthcare,IL,Medium,Cyber,45110.049934564544,2,2023-03-06,7,34.411197159495714,Neutral,9,1.7653767923056645,10,100.83942239080048,4.873971146691117,1
Business_65,Retail,IL,Small,Workers Compensation,41261.68826731722,2,2023-03-07,5,15.900075589699693,Negative,7,1.2531494918995087,20,111.41373309572032,1.7669018427987557,0
Business_66,Healthcare,FL,Small,Workers Compensation,29165.424810507662,2,2023-03-08,1,36.07099332592665,Negative,5,3.5834443428397273,10,95.71219387569951,5.748449921713654,1
Business_67,Healthcare,NY,Small,Property,19768.67466311954,3,2023-03-09,8,24.104894734863024,Neutral,0,2.4843306041163733,20,108.7835190212735,7.326390761511812,0
Business_68,Retail,CA,Medium,Auto,39333.324127013526,4,2023-03-10,6,47.78857642813456,Neutral,1,3.7786559089107365,0,119.45473646923145,8.645964342708474,1
Business_69,Retail,NY,Large,Property,38558.93224176342,1,2023-03-11,7,14.250501678469893,Negative,2,4.738659413205115,5,100.75895192706828,8.400019474142724,0
Business_70,Healthcare,NY,Small,Workers Compensation,25939.214689322936,1,2023-03-12,6,44.30787687537348,Neutral,6,2.1545682736939806,15,104.00250816387307,4.081991310516875,0
Business_71,Healthcare,FL,Medium,General Liability,35096.260596422486,2,2023-03-13,5,35.82403992597491,Negative,5,1.699846856696547,0,90.16823354230011,2.6449890813686703,1
Business_72,Education,CA,Medium,General Liability,17054.486747669733,2,2023-03-14,9,44.16054387712839,Negative,3,4.193092859395037,20,88.7839335442989,6.450939983270865,1
Business_73,Healthcare,TX,Large,Cyber,14363.833993516499,4,2023-03-15,1,34.34906249357568,Positive,4,1.0774201526177407,15,81.79234672568398,6.718873541103371,1
Business_74,Technology,FL,Small,Cyber,26999.731215575204,2,2023-03-16,2,15.886907445613513,Negative,5,1.707444542090172,0,117.44948719838173,3.575389064205705,1
Business_75,Healthcare,TX,Medium,Auto,2292.322479055684,4,2023-03-17,3,37.13492828377582,Positive,6,4.329289138347292,5,107.37702216538312,3.81002225439932,1
Business_76,Education,CA,Large,Property,29258.384594754392,3,2023-03-18,7,7.748643576772329,Positive,1,2.1195502511242217,10,118.23065434855938,4.886853621283851,1
Business_77,Healthcare,FL,Small,General Liability,32420.876403248836,2,2023-03-19,2,25.870852783472557,Positive,9,3.0022458538728127,15,110.73891343341197,2.4429936143099944,1
Business_78,Technology,NY,Medium,General Liability,42986.14903136889,3,2023-03-20,4,25.040579437998723,Neutral,7,2.3643481834506868,10,116.43270608325025,4.637659016592506,0
Business_79,Construction,TX,Medium,Auto,11487.527319328254,3,2023-03-21,8,17.86246297631181,Neutral,5,3.2215072774468223,15,87.14707079656894,8.797977476529454,1
Business_80,Education,TX,Small,Cyber,4375.286800291564,1,2023-03-22,7,4.28868438371275,Neutral,0,2.2563347296370377,10,111.07914474412593,3.1530643225420905,1
Business_81,Healthcare,IL,Large,Cyber,30252.685533833326,1,2023-03-23,9,34.04786299817799,Negative,9,3.337672974825113,10,99.36902678791301,2.4465508255401494,1
Business_82,Retail,FL,Small,Auto,21168.32554233182,3,2023-03-24,9,6.542825186804363,Neutral,4,1.8942445901894223,10,92.29717526810569,8.615675318036441,0
Business_83,Construction,CA,Medium,General Liability,25780.052939924964,3,2023-03-25,5,3.214998216492715,Neutral,7,4.294629891545064,5,84.34738742827963,9.41782624383541,0
Business_84,Construction,TX,Small,Property,12113.22593860051,4,2023-03-26,6,33.17675349939341,Negative,9,4.654066252546351,15,94.97925677701916,1.5504133287745097,0
Business_85,Healthcare,IL,Medium,Property,32619.48838652476,1,2023-03-27,2,13.616736947461012,Neutral,1,1.7669112747277738,10,95.19257608499724,1.1100251808481447,1
Business_86,Technology,CA,Large,Workers Compensation,21347.067199364115,3,2023-03-28,4,32.72264433793802,Negative,2,2.5398860027000554,5,88.41525437978054,5.157564280611069,1
Business_87,Technology,TX,Small,General Liability,46743.646377796234,1,2023-03-29,9,48.8730527761681,Neutral,6,4.307265180523832,10,98.29564037441344,8.196799284006186,1
Business_88,Construction,CA,Small,Workers Compensation,2579.4488485579773,2,2023-03-30,7,42.80468410567694,Positive,0,3.460909504257487,15,106.38015449843343,7.003229221819627,1
Business_89,Retail,TX,Large,General Liability,2763.671404117036,3,2023-03-31,9,18.52382654815074,Positive,0,1.4460449964554885,15,99.01713957592878,4.637102837675288,0
Business_90,Retail,FL,Large,Workers Compensation,47707.00483571151,2,2023-04-01,1,41.07317882896824,Negative,6,3.021465702052039,15,83.27989513372994,3.465456390020904,1
Business_91,Construction,IL,Small,Cyber,31320.456818424704,4,2023-04-02,1,9.22504339201103,Positive,9,2.6784638267708685,15,97.87776875339455,8.174449176691944,1
Business_92,Healthcare,CA,Large,Auto,22340.19260894381,4,2023-04-03,6,8.088966944442527,Negative,4,3.928497490326301,20,103.64401317157537,6.031606095802937,1
Business_93,Construction,CA,Large,Cyber,11752.609273383841,4,2023-04-04,7,4.299602021623162,Positive,5,2.0930789266420127,0,115.91902502854423,1.6040522085668818,1
Business_94,Education,CA,Small,General Liability,46134.586205091226,4,2023-04-05,9,16.178981738099935,Negative,8,4.2398173386506155,20,81.02332007372182,5.1808494295472,1
Business_95,Retail,FL,Medium,Property,23339.793317241547,1,2023-04-06,8,25.468794536618045,Positive,8,3.4222369692004375,5,83.0156323609329,5.832982563039617,1
Business_96,Technology,FL,Large,General Liability,8997.161981764222,1,2023-04-07,8,9.31242819365716,Negative,1,2.5355330592870415,15,88.51086167138483,6.974572944600492,1
Business_97,Retail,NY,Medium,General Liability,35606.814712963365,1,2023-04-08,4,44.032352647382,Neutral,9,4.0955929518910015,20,116.01799151864071,9.217623326765986,1
Business_98,Education,TX,Medium,Cyber,18088.3202943958,2,2023-04-09,3,14.066921755466867,Negative,8,4.0284062806386665,0,91.49174405818246,7.858635096015076,1
Business_99,Healthcare,TX,Small,Property,5963.6884316564665,3,2023-04-10,7,40.39061530768163,Neutral,0,3.1540254813099358,15,90.60341404983787,4.775805215063698,1
Business_100,Retail,TX,Small,Auto,8013.39366674503,4,2023-04-11,9,8.04034200764928,Negative,8,3.0907626992634594,20,115.9488976203549,5.267545970582811,1
Business_101,Retail,FL,Medium,Property,16396.65795021447,1,2023-04-12,3,14.90627740103185,Negative,3,2.4924594450288007,15,113.08935196457588,1.5409021954963062,1
Business_102,Construction,TX,Small,Cyber,33654.94871631704,2,2023-04-13,3,47.780190406602586,Positive,6,2.1179483759210918,15,104.43734884691324,4.151477289964975,0
Business_103,Technology,FL,Small,Workers Compensation,29968.42173386252,3,2023-04-14,6,43.27629883914349,Negative,1,3.4603627702101303,20,109.54792244802692,1.3916401205142264,1
Business_104,Education,TX,Medium,General Liability,16327.222476672416,1,2023-04-15,4,41.861323647612636,Neutral,1,3.620601843633124,5,89.97244666407491,9.653283076036223,0
Business_105,Retail,FL,Large,Workers Compensation,44205.035888688035,3,2023-04-16,4,39.620989747821454,Negative,0,3.210481539603062,10,98.73450072655359,1.609266873515983,1
Business_106,Construction,CA,Large,Workers Compensation,38978.892518936766,2,2023-04-17,1,34.55253720250582,Positive,5,4.476837035664534,20,91.20613893562499,1.0726706541734,1
Business_107,Healthcare,CA,Medium,Workers Compensation,14943.2792243815,3,2023-04-18,1,46.03366917870436,Neutral,2,4.001024514135784,0,98.12337827798883,1.5747077042505864,1
Business_108,Technology,NY,Medium,General Liability,5524.911433953382,3,2023-04-19,8,16.640366979571773,Neutral,2,3.7736774522488608,0,95.70733666953878,7.875638049056217,0
Business_109,Technology,NY,Small,Auto,31264.503074599128,4,2023-04-20,6,49.93103724510571,Neutral,4,1.0745715876942068,5,98.30359488073877,4.933817887464575,0
Business_110,Construction,IL,Medium,Workers Compensation,2278.4596949241427,4,2023-04-21,9,43.79932889880051,Neutral,3,1.1788359203850574,20,103.43147151427142,1.2627880770292412,1
Business_111,Construction,IL,Medium,Workers Compensation,31895.254909878942,2,2023-04-22,9,24.18920887328102,Positive,7,4.514334669558869,0,90.70988960781102,2.353065697149497,1
Business_112,Education,FL,Large,Property,29428.738329935008,4,2023-04-23,2,5.585765698010405,Negative,0,1.106676847800728,10,119.04610596835249,9.631548582519708,1
Business_113,Retail,FL,Medium,Auto,35479.65604830674,3,2023-04-24,4,36.121584976360396,Neutral,1,4.894288411018916,0,94.97933255811965,1.119723765478336,0
Business_114,Technology,CA,Large,Property,49840.91044162074,1,2023-04-25,6,9.645876484615757,Neutral,1,2.592849241320768,0,86.00074257919181,1.9607007375279544,1
Business_115,Construction,NY,Medium,Auto,47837.96151871806,1,2023-04-26,6,8.513161824587302,Positive,8,1.5414742152542398,5,115.58799301540773,8.47447481286833,1
Business_116,Healthcare,NY,Small,Property,6449.705440299579,2,2023-04-27,4,5.291039043455811,Negative,2,2.1578604621545017,15,114.36688607799263,6.22086296208771,0
Business_117,Education,FL,Large,Property,9671.311911495868,3,2023-04-28,6,7.702355251539101,Neutral,8,2.414771541852808,5,99.58161435302722,9.71952450670958,0
Business_118,Healthcare,FL,Small,Workers Compensation,18960.572374542637,4,2023-04-29,6,27.84903955808756,Neutral,2,1.224817680965499,15,91.05403742347855,5.393174415798204,0
Business_119,Healthcare,FL,Medium,Auto,9485.351309596554,2,2023-04-30,2,40.10550873388677,Positive,1,4.654810471990911,20,81.06604663604197,2.0322631374617863,0
Business_120,Education,CA,Small,Workers Compensation,41601.80177163953,2,2023-05-01,5,26.03474695403994,Neutral,9,3.3307784902658577,15,111.52708320698636,9.258596457057847,1
Business_121,Construction,CA,Small,Auto,48868.67451296307,4,2023-05-02,3,25.731905584798376,Positive,1,4.351482709698519,15,95.51848483441476,8.649882483884149,0
Business_122,Education,NY,Medium,Cyber,2936.7933545726714,3,2023-05-03,9,27.00961867068998,Positive,3,3.6160105540913485,15,86.4052281764371,7.576071248720028,1
Business_123,Technology,IL,Small,Auto,42922.97239763573,1,2023-05-04,6,34.67899095551726,Positive,4,1.6572918084285986,5,91.45968590976747,7.2251009410652705,1
Business_124,Education,NY,Small,General Liability,6475.027176811892,4,2023-05-05,2,9.011235018550343,Positive,9,1.161685453261974,0,96.09018838109894,9.856064095350174,0
Business_125,Retail,FL,Medium,General Liability,34333.33901169498,2,2023-05-06,5,6.1824693200178515,Positive,8,3.3488258930249923,0,89.56052216016272,5.232310666513167,1
Business_126,Construction,IL,Large,Workers Compensation,21220.054097343913,1,2023-05-07,2,15.661245283952493,Negative,8,1.00452514041906,15,112.63588308295779,1.6842787255812819,1
Business_127,Retail,IL,Medium,Workers Compensation,43838.42614545631,3,2023-05-08,5,38.26899284845955,Neutral,3,2.339120583596157,10,118.73570340921023,1.9084432472638349,1
Business_128,Technology,IL,Large,Cyber,21805.378935443787,3,2023-05-09,3,36.81754633810475,Negative,5,3.282967522653194,15,116.65946214145153,1.9948681224863283,0
Business_129,Education,IL,Large,Cyber,20900.85944881268,1,2023-05-10,8,3.363258476677073,Positive,8,2.678316563848697,0,115.30011409405729,2.6838850376448176,1
Business_130,Healthcare,FL,Large,Workers Compensation,13884.102228138698,4,2023-05-11,8,14.611825966818834,Negative,0,1.9691831516983327,5,98.51219606133715,5.851878357102528,1
Business_131,Retail,CA,Large,Property,21101.579242909178,4,2023-05-12,8,2.4509668470394814,Positive,2,1.2483222140212051,15,96.89256729888696,7.567333512367801,1
Business_132,Education,FL,Small,Auto,32033.605735854184,3,2023-05-13,3,38.3420287335829,Neutral,5,1.0232948889073028,15,101.04752945423124,9.56241903876275,1
Business_133,Healthcare,CA,Large,Property,35040.999254375594,3,2023-05-14,7,42.12313513427979,Neutral,1,2.654740646290432,20,86.56855632639673,6.029863195722415,1
Business_134,Education,CA,Small,General Liability,38609.49359990902,1,2023-05-15,2,43.017537554165436,Positive,3,2.4360870439599775,15,106.94290277949737,7.666260214935307,1
Business_135,Healthcare,CA,Small,General Liability,22706.626179629162,1,2023-05-16,7,14.454887410613559,Positive,1,2.608171639454625,0,98.29523877346018,7.545911306996555,1
Business_136,Technology,FL,Small,Workers Compensation,43548.57982164787,4,2023-05-17,2,17.986059923841037,Negative,5,1.3795533781043052,20,87.57694558843585,5.183160596097062,0
Business_137,Healthcare,IL,Large,Workers Compensation,5116.339963109051,1,2023-05-18,1,6.986076848801698,Positive,5,4.346822808406756,20,113.55766412808308,7.696582324403021,0
Business_138,Construction,TX,Medium,Auto,47097.41943062423,4,2023-05-19,5,17.97550004002541,Neutral,2,1.5717720696272148,5,114.84858190368755,9.819539007125082,1
Business_139,Healthcare,FL,Large,Workers Compensation,38163.0334715236,3,2023-05-20,2,24.816089246239468,Positive,6,1.7900323200675015,0,85.48157520861193,1.6926611820636843,0
Business_140,Education,FL,Small,Workers Compensation,28572.61457894273,1,2023-05-21,4,34.09930706678716,Positive,7,4.9551683685850225,0,109.29453342230856,6.65573707787596,0
Business_141,Retail,NY,Medium,General Liability,41956.453782978904,3,2023-05-22,2,42.14588151078654,Positive,6,1.9343705401524862,5,85.82164236466218,4.4618354610811055,1
Business_142,Retail,CA,Medium,General Liability,24628.689237221173,4,2023-05-23,9,16.694798601212888,Negative,6,2.0099237268842813,10,99.34175812693739,2.964613379855871,1
Business_143,Healthcare,FL,Small,Auto,18748.197508659614,3,2023-05-24,9,34.54584796383756,Negative,5,1.0400642254164154,20,86.74646105787677,5.52107830520404,1
Business_144,Construction,CA,Small,Workers Compensation,38450.77284578715,4,2023-05-25,7,21.97130108555809,Negative,7,1.3392967894136092,15,95.32287878459692,4.777935794494929,1
Business_145,Technology,NY,Medium,General Liability,28336.735573062302,2,2023-05-26,4,24.46959299561061,Neutral,4,1.8557464942823252,15,88.3930232411614,3.419078893473949,0
Business_146,Technology,TX,Medium,Property,25612.25039342053,1,2023-05-27,4,19.849477206047972,Positive,1,2.5183232721723163,10,99.63043473951103,6.287499304675738,1
Business_147,Retail,TX,Medium,Cyber,47296.31595029766,3,2023-05-28,7,35.17294963040808,Neutral,4,2.6408539965048705,0,101.45939090585652,6.91362916336291,1
Business_148,Construction,IL,Large,Auto,26114.616981889783,2,2023-05-29,6,47.734734563489695,Neutral,6,2.624377856782459,0,117.78406867525968,2.4009054305631023,1
Business_149,Education,FL,Large,General Liability,30541.003939997066,3,2023-05-30,9,20.15875632472258,Negative,0,3.2107148460372263,0,109.953646087089,2.210348760910123,0
Business_150,Technology,IL,Medium,General Liability,3811.413586589259,1,2023-05-31,1,38.47400125056532,Negative,0,2.0823654477566707,15,106.88680170297312,2.656079340880659,1
Business_151,Construction,CA,Large,Auto,30180.01668280058,2,2023-06-01,4,10.360974115697136,Negative,4,1.8742347681463332,5,93.5176139377667,9.770311899706684,1
Business_152,Construction,IL,Medium,Auto,41217.525715701566,2,2023-06-02,3,49.16676597072165,Neutral,8,2.3543416986008254,5,101.31672445542743,5.871721498479767,0
Business_153,Healthcare,CA,Large,Workers Compensation,20757.473890136385,1,2023-06-03,1,19.132149932383527,Positive,2,4.396787242036849,5,100.68515021960545,5.752518698791955,1
Business_154,Retail,FL,Medium,General Liability,2185.1499940489493,4,2023-06-04,3,25.636908939495363,Negative,6,3.026857523373424,15,117.45911704820679,9.749560602496969,0
Business_155,Construction,NY,Small,Property,34336.46510871848,2,2023-06-05,1,42.41235586879587,Negative,0,4.396697343035328,15,103.46280723384263,4.674130300954659,1
Business_156,Retail,IL,Medium,Workers Compensation,27859.626795239346,1,2023-06-06,5,25.121280883487536,Neutral,6,1.2555668013515682,15,86.59718894927126,7.260587600936466,1
Business_157,Healthcare,CA,Medium,Auto,29350.318480417296,4,2023-06-07,3,40.415854131725084,Negative,9,2.216598548425049,0,84.7204004287948,6.3727003402315425,0
Business_158,Retail,IL,Small,Auto,14427.243658419466,3,2023-06-08,7,27.75111150471725,Neutral,7,2.364400544090774,10,112.90141017721324,1.2321201513488094,1
Business_159,Education,NY,Medium,Auto,48243.22844002559,1,2023-06-09,7,24.605927043379978,Negative,2,4.547970769594109,15,103.72540298766961,9.045130366571286,1
Business_160,Construction,FL,Small,Property,30821.789046602276,4,2023-06-10,1,24.248413909554337,Neutral,4,3.2198466659778124,0,108.06018722227786,6.936767151772207,1
Business_161,Healthcare,FL,Large,Property,20977.13249652522,2,2023-06-11,2,18.220374864347306,Positive,8,4.759315548773435,20,83.44737931095132,1.610064662232193,1
Business_162,Retail,TX,Large,General Liability,24170.538712991933,3,2023-06-12,1,33.53228052909197,Positive,0,4.870911604445617,0,92.70210044240781,3.1780866178848526,0
Business_163,Healthcare,TX,Small,Property,24721.64360167375,2,2023-06-13,7,48.16014228138596,Neutral,6,4.343428101393968,5,119.67582070388572,9.024588943129679,1
Business_164,Construction,NY,Small,General Liability,46739.558475875965,3,2023-06-14,5,28.879997590789646,Neutral,3,2.817011427620431,5,85.14134744297081,1.5045354146427812,0
